filename,Index,t_start,t_ends,num_records,v_means,v_stds,v_skewnesses,n_means,n_stds,n_skewnesses
waterjet,0,0,1,999,585.349269404491,110.440325570582,30.7458574271686,523.3023416664319,103.29362082390806,48.922720286145605
waterjet,1,0,1,999,576.0187973088691,115.07090236890284,33.83391016788616,508.1923907170702,106.0594497080161,54.587464635984404
